sample_id	run_id	geo_sample_id	donor	condition	sequencing_center	flowcell	lane	condition_name	self_reported_ethnic	AF_admixture	EU_admixture	ethnic_bin
AF17_L2	SRR3471624	GSM2141239	AF17	Listeria	IC	run809	7	L	AA	0.643899	0.356101	NA
AF17_NI2	SRR3471625	GSM2141240	AF17	Non-infected	IC	run809	7	NI	AA	0.643899	0.356101	NA
AF17_S2	SRR3471626	GSM2141241	AF17	Salmonella	IC	run809	7	S	AA	0.643899	0.356101	NA
AF19_L2	SRR3471627	GSM2141242	AF19	Listeria	IC	run580	4	L	AA	0.783826	0.216174	AA
AF19_NI2	SRR3471628	GSM2141243	AF19	Non-infected	IC	run580	4	NI	AA	0.783826	0.216174	AA
AF19_S2	SRR3471629	GSM2141244	AF19	Salmonella	IC	run580	4	S	AA	0.783826	0.216174	AA
AF21_L2	SRR3471630	GSM2141245	AF21	Listeria	IC	run580	2	L	AA	0.337424	0.662576	NA
AF21_NI2	SRR3471631	GSM2141246	AF21	Non-infected	IC	run580	2	NI	AA	0.337424	0.662576	NA
AF21_S2	SRR3471632	GSM2141247	AF21	Salmonella	IC	run580	2	S	AA	0.337424	0.662576	NA
AF23_L2	SRR3471633	GSM2141248	AF23	Listeria	IC	run580	3	L	AA	0.701112	0.298888	NA
AF23_NI2	SRR3471634	GSM2141249	AF23	Non-infected	IC	run580	3	NI	AA	0.701112	0.298888	NA
AF23_S2	SRR3471635	GSM2141250	AF23	Salmonella	IC	run580	3	S	AA	0.701112	0.298888	NA
AF25_L2	SRR3471636	GSM2141251	AF25	Listeria	IC	run572	8	L	AA	0.452036	0.547964	NA
AF25_NI2	SRR3471637	GSM2141252	AF25	Non-infected	IC	run572	8	NI	AA	0.452036	0.547964	NA
AF25_S2	SRR3471638	GSM2141253	AF25	Salmonella	IC	run572	8	S	AA	0.452036	0.547964	NA
AF27_L2	SRR3471639	GSM2141254	AF27	Listeria	IC	run580	5	L	AA	0.627346	0.372654	NA
AF27_NI2	SRR3471640	GSM2141255	AF27	Non-infected	IC	run580	5	NI	AA	0.627346	0.372654	NA
AF27_S2	SRR3471641	GSM2141256	AF27	Salmonella	IC	run580	5	S	AA	0.627346	0.372654	NA
AF29_L2	SRR3471642	GSM2141257	AF29	Listeria	IC	run580	6	L	AA	0.74666	0.25334	NA
AF29_NI2	SRR3471643	GSM2141258	AF29	Non-infected	IC	run580	6	NI	AA	0.74666	0.25334	NA
AF29_S2	SRR3471644	GSM2141259	AF29	Salmonella	IC	run580	6	S	AA	0.74666	0.25334	NA
AF31_L2	SRR3471645	GSM2141260	AF31	Listeria	IC	run580	7	L	AA	0.852284	0.147716	AA
AF31_NI2	SRR3471646	GSM2141261	AF31	Non-infected	IC	run580	7	NI	AA	0.852284	0.147716	AA
AF31_S2	SRR3471647	GSM2141262	AF31	Salmonella	IC	run580	7	S	AA	0.852284	0.147716	AA
AF35_L2	SRR3471648	GSM2141263	AF35	Listeria	IC	run782	5	L	AA	0.714324	0.285676	NA
AF35_NI2	SRR3471649	GSM2141264	AF35	Non-infected	IC	run782	5	NI	AA	0.714324	0.285676	NA
AF35_S2	SRR3471650	GSM2141265	AF35	Salmonella	IC	run782	5	S	AA	0.714324	0.285676	NA
AF37_L2	SRR3471651	GSM2141266	AF37	Listeria	IC	run782	8	L	AA	0.35025	0.64975	NA
AF37_NI2	SRR3471652	GSM2141267	AF37	Non-infected	IC	run782	8	NI	AA	0.35025	0.64975	NA
AF37_S2	SRR3471653	GSM2141268	AF37	Salmonella	IC	run782	8	S	AA	0.35025	0.64975	NA
AF39_L2	SRR3471654	GSM2141269	AF39	Listeria	IC	run786	1	L	AA	0.506293	0.493707	NA
AF39_NI2	SRR3471655	GSM2141270	AF39	Non-infected	IC	run786	1	NI	AA	0.506293	0.493707	NA
AF39_S2	SRR3471656	GSM2141271	AF39	Salmonella	IC	run786	1	S	AA	0.506293	0.493707	NA
AF41_L2	SRR3471657	GSM2141272	AF41	Listeria	IC	run782	1	L	AA	0.647582	0.352418	NA
AF41_NI2	SRR3471658	GSM2141273	AF41	Non-infected	IC	run782	1	NI	AA	0.647582	0.352418	NA
AF41_S2	SRR3471659	GSM2141274	AF41	Salmonella	IC	run782	1	S	AA	0.647582	0.352418	NA
AF43_L2	SRR3471660	GSM2141275	AF43	Listeria	IC	run782	3	L	AA	0.841591	0.158409	AA
AF43_NI2	SRR3471661	GSM2141276	AF43	Non-infected	IC	run782	3	NI	AA	0.841591	0.158409	AA
AF43_S2	SRR3471662	GSM2141277	AF43	Salmonella	IC	run782	3	S	AA	0.841591	0.158409	AA
AF47_L2	SRR3471663	GSM2141278	AF47	Listeria	IC	run782	2	L	AA	0.223309	0.776691	EA
AF11_L2	SRR3471621	GSM2141236	AF11	Listeria	IC	run786	8	L	AA	0.96425	0.03575	AA
AF11_NI2	SRR3471622	GSM2141237	AF11	Non-infected	IC	run786	8	NI	AA	0.96425	0.03575	AA
AF11_S2	SRR3471623	GSM2141238	AF11	Salmonella	IC	run786	8	S	AA	0.96425	0.03575	AA
