use_for_sorting,File_name,sample,treatment,,,,,,,,
577_UT,WTCHG_435168_235163,577,UT,,,,,,,,
577_UT,WTCHG_435169_235163,577,UT,,,,,,,,
577_UT,WTCHG_435170_235163,577,UT,,,,,,,,
577_UT,WTCHG_435171_235163,577,UT,,,,,,,,
577_UT,WTCHG_435172_235163,577,UT,,,,,,,,
577_UT,WTCHG_437968_235163,577,UT,,,,,,,,
577_UT,WTCHG_437969_235163,577,UT,,,,,,,,
577_UT,WTCHG_437970_235163,577,UT,,,,,,,,
577_UT,WTCHG_437971_235163,577,UT,,,,,,,,
586_LPS24,WTCHG_410446_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_410447_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_410448_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_410449_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_427074_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_427075_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_427076_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_427077_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_428526_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_428527_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_428528_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_428529_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_435168_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_435169_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_435170_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_435171_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_435172_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_437968_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_437969_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_437970_244150,586,LPS24,,,,,,,,
586_LPS24,WTCHG_437971_244150,586,LPS24,,,,,,,,
586_UT,WTCHG_410446_243162,586,UT,,,,,,,,
586_UT,WTCHG_410447_243162,586,UT,,,,,,,,
586_UT,WTCHG_410448_243162,586,UT,,,,,,,,
586_UT,WTCHG_410449_243162,586,UT,,,,,,,,
586_UT,WTCHG_427074_243162,586,UT,,,,,,,,
586_UT,WTCHG_427075_243162,586,UT,,,,,,,,
586_UT,WTCHG_427076_243162,586,UT,,,,,,,,
586_UT,WTCHG_427077_243162,586,UT,,,,,,,,
586_UT,WTCHG_428526_243162,586,UT,,,,,,,,
586_UT,WTCHG_428527_243162,586,UT,,,,,,,,
586_UT,WTCHG_428528_243162,586,UT,,,,,,,,
586_UT,WTCHG_428529_243162,586,UT,,,,,,,,
586_UT,WTCHG_435168_243162,586,UT,,,,,,,,
586_UT,WTCHG_435169_243162,586,UT,,,,,,,,
586_UT,WTCHG_435170_243162,586,UT,,,,,,,,
586_UT,WTCHG_435171_243162,586,UT,,,,,,,,
586_UT,WTCHG_435172_243162,586,UT,,,,,,,,
586_UT,WTCHG_437968_243162,586,UT,,,,,,,,
586_UT,WTCHG_437969_243162,586,UT,,,,,,,,
586_UT,WTCHG_437970_243162,586,UT,,,,,,,,
586_UT,WTCHG_437971_243162,586,UT,,,,,,,,
587_LPS24,WTCHG_410446_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_410447_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_410448_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_410449_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_427074_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_427075_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_427076_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_427077_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_428526_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_428527_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_428528_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_428529_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_435168_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_435169_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_435170_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_435171_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_435172_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_437968_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_437969_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_437970_252149,587,LPS24,,,,,,,,
587_LPS24,WTCHG_437971_252149,587,LPS24,,,,,,,,
587_UT,WTCHG_410446_251161,587,UT,,,,,,,,
587_UT,WTCHG_410447_251161,587,UT,,,,,,,,
587_UT,WTCHG_410448_251161,587,UT,,,,,,,,
587_UT,WTCHG_410449_251161,587,UT,,,,,,,,
587_UT,WTCHG_427074_251161,587,UT,,,,,,,,
587_UT,WTCHG_427075_251161,587,UT,,,,,,,,
587_UT,WTCHG_427076_251161,587,UT,,,,,,,,
587_UT,WTCHG_427077_251161,587,UT,,,,,,,,
587_UT,WTCHG_428526_251161,587,UT,,,,,,,,
587_UT,WTCHG_428527_251161,587,UT,,,,,,,,
587_UT,WTCHG_428528_251161,587,UT,,,,,,,,
587_UT,WTCHG_428529_251161,587,UT,,,,,,,,
587_UT,WTCHG_435168_251161,587,UT,,,,,,,,
587_UT,WTCHG_435169_251161,587,UT,,,,,,,,
587_UT,WTCHG_435170_251161,587,UT,,,,,,,,
587_UT,WTCHG_435171_251161,587,UT,,,,,,,,
587_UT,WTCHG_435172_251161,587,UT,,,,,,,,
587_UT,WTCHG_437968_251161,587,UT,,,,,,,,
587_UT,WTCHG_437969_251161,587,UT,,,,,,,,
587_UT,WTCHG_437970_251161,587,UT,,,,,,,,
587_UT,WTCHG_437971_251161,587,UT,,,,,,,,
588_LPS24,WTCHG_410446_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_410447_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_410448_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_410449_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_427074_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_427075_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_427076_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_427077_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_428526_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_428527_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_428528_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_428529_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_435168_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_435169_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_435170_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_435171_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_435172_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_437968_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_437969_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_437970_262136,588,LPS24,,,,,,,,
588_LPS24,WTCHG_437971_262136,588,LPS24,,,,,,,,
588_UT,WTCHG_410446_261148,588,UT,,,,,,,,
588_UT,WTCHG_410447_261148,588,UT,,,,,,,,
588_UT,WTCHG_410448_261148,588,UT,,,,,,,,
588_UT,WTCHG_410449_261148,588,UT,,,,,,,,
588_UT,WTCHG_427074_261148,588,UT,,,,,,,,
588_UT,WTCHG_427075_261148,588,UT,,,,,,,,
588_UT,WTCHG_427076_261148,588,UT,,,,,,,,
588_UT,WTCHG_427077_261148,588,UT,,,,,,,,
588_UT,WTCHG_428526_261148,588,UT,,,,,,,,
588_UT,WTCHG_428527_261148,588,UT,,,,,,,,
588_UT,WTCHG_428528_261148,588,UT,,,,,,,,
588_UT,WTCHG_428529_261148,588,UT,,,,,,,,
588_UT,WTCHG_435168_261148,588,UT,,,,,,,,
588_UT,WTCHG_435169_261148,588,UT,,,,,,,,
588_UT,WTCHG_435170_261148,588,UT,,,,,,,,
588_UT,WTCHG_435171_261148,588,UT,,,,,,,,
588_UT,WTCHG_435172_261148,588,UT,,,,,,,,
588_UT,WTCHG_437968_261148,588,UT,,,,,,,,
588_UT,WTCHG_437969_261148,588,UT,,,,,,,,
588_UT,WTCHG_437970_261148,588,UT,,,,,,,,
588_UT,WTCHG_437971_261148,588,UT,,,,,,,,
589_LPS24,WTCHG_410446_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_410447_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_410448_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_410449_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_427074_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_427075_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_427076_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_427077_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_428526_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_428527_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_428528_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_428529_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_435168_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_435169_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_435170_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_435171_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_435172_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_437968_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_437969_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_437970_270135,589,LPS24,,,,,,,,
589_LPS24,WTCHG_437971_270135,589,LPS24,,,,,,,,
589_UT,WTCHG_410446_269147,589,UT,,,,,,,,
589_UT,WTCHG_410447_269147,589,UT,,,,,,,,
589_UT,WTCHG_410448_269147,589,UT,,,,,,,,
589_UT,WTCHG_410449_269147,589,UT,,,,,,,,
589_UT,WTCHG_427074_269147,589,UT,,,,,,,,
589_UT,WTCHG_427075_269147,589,UT,,,,,,,,
589_UT,WTCHG_427076_269147,589,UT,,,,,,,,
589_UT,WTCHG_427077_269147,589,UT,,,,,,,,
589_UT,WTCHG_428526_269147,589,UT,,,,,,,,
589_UT,WTCHG_428527_269147,589,UT,,,,,,,,
589_UT,WTCHG_428528_269147,589,UT,,,,,,,,
589_UT,WTCHG_428529_269147,589,UT,,,,,,,,
589_UT,WTCHG_435168_269147,589,UT,,,,,,,,
589_UT,WTCHG_435169_269147,589,UT,,,,,,,,
589_UT,WTCHG_435170_269147,589,UT,,,,,,,,
589_UT,WTCHG_435171_269147,589,UT,,,,,,,,
589_UT,WTCHG_435172_269147,589,UT,,,,,,,,
589_UT,WTCHG_437968_269147,589,UT,,,,,,,,
589_UT,WTCHG_437969_269147,589,UT,,,,,,,,
589_UT,WTCHG_437970_269147,589,UT,,,,,,,,
589_UT,WTCHG_437971_269147,589,UT,,,,,,,,
590_LPS24,WTCHG_410446_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_410447_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_410448_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_410449_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_427074_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_427075_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_427076_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_427077_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_428526_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_428527_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_428528_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_428529_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_435168_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_435169_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_435170_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_435171_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_435172_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_437968_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_437969_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_437970_278134,590,LPS24,,,,,,,,
590_LPS24,WTCHG_437971_278134,590,LPS24,,,,,,,,
590_UT,WTCHG_410446_277146,590,UT,,,,,,,,
590_UT,WTCHG_410447_277146,590,UT,,,,,,,,
590_UT,WTCHG_410448_277146,590,UT,,,,,,,,
590_UT,WTCHG_410449_277146,590,UT,,,,,,,,
590_UT,WTCHG_427074_277146,590,UT,,,,,,,,
590_UT,WTCHG_427075_277146,590,UT,,,,,,,,
590_UT,WTCHG_427076_277146,590,UT,,,,,,,,
590_UT,WTCHG_427077_277146,590,UT,,,,,,,,
590_UT,WTCHG_428526_277146,590,UT,,,,,,,,
590_UT,WTCHG_428527_277146,590,UT,,,,,,,,
590_UT,WTCHG_428528_277146,590,UT,,,,,,,,
590_UT,WTCHG_428529_277146,590,UT,,,,,,,,
590_UT,WTCHG_435168_277146,590,UT,,,,,,,,
590_UT,WTCHG_435169_277146,590,UT,,,,,,,,
590_UT,WTCHG_435170_277146,590,UT,,,,,,,,
590_UT,WTCHG_435171_277146,590,UT,,,,,,,,
590_UT,WTCHG_435172_277146,590,UT,,,,,,,,
590_UT,WTCHG_437968_277146,590,UT,,,,,,,,
590_UT,WTCHG_437969_277146,590,UT,,,,,,,,
590_UT,WTCHG_437970_277146,590,UT,,,,,,,,
590_UT,WTCHG_437971_277146,590,UT,,,,,,,,
591_LPS24,WTCHG_410446_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_410447_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_410448_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_410449_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_427074_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_427075_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_427076_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_427077_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_428526_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_428527_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_428528_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_428529_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_435168_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_435169_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_435170_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_435171_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_435172_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_437968_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_437969_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_437970_286133,591,LPS24,,,,,,,,
591_LPS24,WTCHG_437971_286133,591,LPS24,,,,,,,,
591_UT,WTCHG_410446_285145,591,UT,,,,,,,,
591_UT,WTCHG_410447_285145,591,UT,,,,,,,,
591_UT,WTCHG_410448_285145,591,UT,,,,,,,,
591_UT,WTCHG_410449_285145,591,UT,,,,,,,,
591_UT,WTCHG_427074_285145,591,UT,,,,,,,,
591_UT,WTCHG_427075_285145,591,UT,,,,,,,,
591_UT,WTCHG_427076_285145,591,UT,,,,,,,,
591_UT,WTCHG_427077_285145,591,UT,,,,,,,,
591_UT,WTCHG_428526_285145,591,UT,,,,,,,,
591_UT,WTCHG_428527_285145,591,UT,,,,,,,,
591_UT,WTCHG_428528_285145,591,UT,,,,,,,,
591_UT,WTCHG_428529_285145,591,UT,,,,,,,,
591_UT,WTCHG_435168_285145,591,UT,,,,,,,,
591_UT,WTCHG_435169_285145,591,UT,,,,,,,,
591_UT,WTCHG_435170_285145,591,UT,,,,,,,,
591_UT,WTCHG_435171_285145,591,UT,,,,,,,,
591_UT,WTCHG_435172_285145,591,UT,,,,,,,,
591_UT,WTCHG_437968_285145,591,UT,,,,,,,,
591_UT,WTCHG_437969_285145,591,UT,,,,,,,,
591_UT,WTCHG_437970_285145,591,UT,,,,,,,,
591_UT,WTCHG_437971_285145,591,UT,,,,,,,,
592_LPS24,WTCHG_410446_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_410447_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_410448_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_410449_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_427074_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_427075_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_427076_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_427077_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_428526_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_428527_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_428528_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_428529_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_435168_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_435169_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_435170_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_435171_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_435172_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_437968_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_437969_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_437970_294132,592,LPS24,,,,,,,,
592_LPS24,WTCHG_437971_294132,592,LPS24,,,,,,,,
592_UT,WTCHG_410446_293144,592,UT,,,,,,,,
592_UT,WTCHG_410447_293144,592,UT,,,,,,,,
592_UT,WTCHG_410448_293144,592,UT,,,,,,,,
592_UT,WTCHG_410449_293144,592,UT,,,,,,,,
592_UT,WTCHG_427074_293144,592,UT,,,,,,,,
592_UT,WTCHG_427075_293144,592,UT,,,,,,,,
592_UT,WTCHG_427076_293144,592,UT,,,,,,,,
592_UT,WTCHG_427077_293144,592,UT,,,,,,,,
592_UT,WTCHG_428526_293144,592,UT,,,,,,,,
592_UT,WTCHG_428527_293144,592,UT,,,,,,,,
592_UT,WTCHG_428528_293144,592,UT,,,,,,,,
592_UT,WTCHG_428529_293144,592,UT,,,,,,,,
592_UT,WTCHG_435168_293144,592,UT,,,,,,,,
592_UT,WTCHG_435169_293144,592,UT,,,,,,,,
592_UT,WTCHG_435170_293144,592,UT,,,,,,,,
592_UT,WTCHG_435171_293144,592,UT,,,,,,,,
592_UT,WTCHG_435172_293144,592,UT,,,,,,,,
592_UT,WTCHG_437968_293144,592,UT,,,,,,,,
592_UT,WTCHG_437969_293144,592,UT,,,,,,,,
592_UT,WTCHG_437970_293144,592,UT,,,,,,,,
592_UT,WTCHG_437971_293144,592,UT,,,,,,,,
593_LPS24,WTCHG_410446_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_410447_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_410448_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_410449_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_427074_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_427075_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_427076_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_427077_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_428526_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_428527_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_428528_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_428529_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_435168_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_435169_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_435170_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_435171_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_435172_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_437968_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_437969_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_437970_206131,593,LPS24,,,,,,,,
593_LPS24,WTCHG_437971_206131,593,LPS24,,,,,,,,
593_UT,WTCHG_410446_205143,593,UT,,,,,,,,
593_UT,WTCHG_410447_205143,593,UT,,,,,,,,
593_UT,WTCHG_410448_205143,593,UT,,,,,,,,
593_UT,WTCHG_410449_205143,593,UT,,,,,,,,
593_UT,WTCHG_427074_205143,593,UT,,,,,,,,
593_UT,WTCHG_427075_205143,593,UT,,,,,,,,
593_UT,WTCHG_427076_205143,593,UT,,,,,,,,
593_UT,WTCHG_427077_205143,593,UT,,,,,,,,
593_UT,WTCHG_428526_205143,593,UT,,,,,,,,
593_UT,WTCHG_428527_205143,593,UT,,,,,,,,
593_UT,WTCHG_428528_205143,593,UT,,,,,,,,
593_UT,WTCHG_428529_205143,593,UT,,,,,,,,
593_UT,WTCHG_435168_205143,593,UT,,,,,,,,
593_UT,WTCHG_435169_205143,593,UT,,,,,,,,
593_UT,WTCHG_435170_205143,593,UT,,,,,,,,
593_UT,WTCHG_435171_205143,593,UT,,,,,,,,
593_UT,WTCHG_435172_205143,593,UT,,,,,,,,
593_UT,WTCHG_437968_205143,593,UT,,,,,,,,
593_UT,WTCHG_437969_205143,593,UT,,,,,,,,
593_UT,WTCHG_437970_205143,593,UT,,,,,,,,
593_UT,WTCHG_437971_205143,593,UT,,,,,,,,
595_LPS24,WTCHG_410446_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_410447_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_410448_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_410449_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_427074_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_427075_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_427076_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_427077_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_428526_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_428527_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_428528_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_428529_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_435168_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_435169_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_435170_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_435171_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_435172_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_437968_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_437969_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_437970_214130,595,LPS24,,,,,,,,
595_LPS24,WTCHG_437971_214130,595,LPS24,,,,,,,,
595_UT,WTCHG_410446_213142,595,UT,,,,,,,,
595_UT,WTCHG_410447_213142,595,UT,,,,,,,,
595_UT,WTCHG_410448_213142,595,UT,,,,,,,,
595_UT,WTCHG_410449_213142,595,UT,,,,,,,,
595_UT,WTCHG_427074_213142,595,UT,,,,,,,,
595_UT,WTCHG_427075_213142,595,UT,,,,,,,,
595_UT,WTCHG_427076_213142,595,UT,,,,,,,,
595_UT,WTCHG_427077_213142,595,UT,,,,,,,,
595_UT,WTCHG_428526_213142,595,UT,,,,,,,,
595_UT,WTCHG_428527_213142,595,UT,,,,,,,,
595_UT,WTCHG_428528_213142,595,UT,,,,,,,,
595_UT,WTCHG_428529_213142,595,UT,,,,,,,,
595_UT,WTCHG_435168_213142,595,UT,,,,,,,,
595_UT,WTCHG_435169_213142,595,UT,,,,,,,,
595_UT,WTCHG_435170_213142,595,UT,,,,,,,,
595_UT,WTCHG_435171_213142,595,UT,,,,,,,,
595_UT,WTCHG_435172_213142,595,UT,,,,,,,,
595_UT,WTCHG_437968_213142,595,UT,,,,,,,,
595_UT,WTCHG_437969_213142,595,UT,,,,,,,,
595_UT,WTCHG_437970_213142,595,UT,,,,,,,,
595_UT,WTCHG_437971_213142,595,UT,,,,,,,,
596_LPS24,WTCHG_410446_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_410447_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_410448_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_410449_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_427074_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_427075_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_427076_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_427077_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_428526_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_428527_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_428528_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_428529_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_435168_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_435169_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_435170_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_435171_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_435172_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_437968_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_437969_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_437970_222129,596,LPS24,,,,,,,,
596_LPS24,WTCHG_437971_222129,596,LPS24,,,,,,,,
596_UT,WTCHG_410446_221141,596,UT,,,,,,,,
596_UT,WTCHG_410447_221141,596,UT,,,,,,,,
596_UT,WTCHG_410448_221141,596,UT,,,,,,,,
596_UT,WTCHG_410449_221141,596,UT,,,,,,,,
596_UT,WTCHG_427074_221141,596,UT,,,,,,,,
596_UT,WTCHG_427075_221141,596,UT,,,,,,,,
596_UT,WTCHG_427076_221141,596,UT,,,,,,,,
596_UT,WTCHG_427077_221141,596,UT,,,,,,,,
596_UT,WTCHG_428526_221141,596,UT,,,,,,,,
596_UT,WTCHG_428527_221141,596,UT,,,,,,,,
596_UT,WTCHG_428528_221141,596,UT,,,,,,,,
596_UT,WTCHG_428529_221141,596,UT,,,,,,,,
596_UT,WTCHG_435168_221141,596,UT,,,,,,,,
596_UT,WTCHG_435169_221141,596,UT,,,,,,,,
596_UT,WTCHG_435170_221141,596,UT,,,,,,,,
596_UT,WTCHG_435171_221141,596,UT,,,,,,,,
596_UT,WTCHG_435172_221141,596,UT,,,,,,,,
596_UT,WTCHG_437968_221141,596,UT,,,,,,,,
596_UT,WTCHG_437969_221141,596,UT,,,,,,,,
596_UT,WTCHG_437970_221141,596,UT,,,,,,,,
596_UT,WTCHG_437971_221141,596,UT,,,,,,,,
597_LPS24,WTCHG_410446_230128,597,LPS24,,,,,,,,
597_LPS24,WTCHG_410447_230128,597,LPS24,,,,,,,,
597_LPS24,WTCHG_410448_230128,597,LPS24,,,,,,,,
597_LPS24,WTCHG_410449_230128,597,LPS24,,,,,,,,
597_LPS24,WTCHG_427074_230128,597,LPS24,,,,,,,,
597_LPS24,WTCHG_427075_230128,597,LPS24,,,,,,,,
597_LPS24,WTCHG_427076_230128,597,LPS24,,,,,,,,
