sample_id	donor	condition	replicate	condition_name	SL1344	IFNg	line_id	clone	ips_received	ips_started	passage_received	received_as	media	EB_formation	passage_diff	diff_start	salmonella_date	atac_date	flow_date	medium_changes	terminated	status	mean_purity	max_purity	genotype_id	open_access	sex	ips_culture_days	passage_diff_bins	rna_concentration	ng_ul_mean	macrophage_harvest	rna_extraction	rna_submit	library_pool	chemistry	rna_auto	macrophage_diff_days	macrophage_diff_bins	harvest_stimulation_days	max_purity_filtered	mean_purity_filtered	purity_bins
hayt_B	hayt	B	1	IFNg	control	primed	hayt_1	1	2015-06-11	2015-08-07	42	frozen	E8	2015-09-09	48	2015-09-12	2015-10-09	2015-10-09	2015-10-16	6	2015-10-14	Success	0.950323688730347	0.974237019421324	HPSI1113i-hayt_1	1	male	33	40	100-200	174.68	2015-10-02	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	30	30	7	0.974237019421324	0.950323688730347	low
hayt_C	hayt	C	1	SL1344	infected	naive	hayt_1	1	2015-06-11	2015-08-07	42	frozen	E8	2015-09-09	48	2015-09-12	2015-10-09	2015-10-09	2015-10-16	6	2015-10-14	Success	0.950323688730347	0.974237019421324	HPSI1113i-hayt_1	1	male	33	40	100-200	174.68	2015-10-02	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	30	30	7	0.974237019421324	0.950323688730347	low
hayt_D	hayt	D	1	IFNg_SL1344	infected	primed	hayt_1	1	2015-06-11	2015-08-07	42	frozen	E8	2015-09-09	48	2015-09-12	2015-10-09	2015-10-09	2015-10-16	6	2015-10-14	Success	0.950323688730347	0.974237019421324	HPSI1113i-hayt_1	1	male	33	40	100-200	174.68	2015-10-02	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	30	30	7	0.974237019421324	0.950323688730347	low
hehd_A	hehd	A	1	naive	control	naive	hehd_2	2	2015-09-02	2015-09-02	36	frozen	E8	2015-09-27	41	2015-09-30	2015-11-05	2015-11-05	2015-11-17	8	2015-11-11	Success	0.966033390903857	0.971358664363846	HPSI1213i-hehd_2	1	female	25	40	0-100	98.135	2015-10-28	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	39	30	8	0.971358664363846	0.966033390903857	low
hehd_B	hehd	B	1	IFNg	control	primed	hehd_2	2	2015-09-02	2015-09-02	36	frozen	E8	2015-09-27	41	2015-09-30	2015-11-05	2015-11-05	2015-11-17	8	2015-11-11	Success	0.966033390903857	0.971358664363846	HPSI1213i-hehd_2	1	female	25	40	0-100	98.135	2015-10-28	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	39	30	8	0.971358664363846	0.966033390903857	low
hehd_C	hehd	C	1	SL1344	infected	naive	hehd_2	2	2015-09-02	2015-09-02	36	frozen	E8	2015-09-27	41	2015-09-30	2015-11-05	2015-11-05	2015-11-17	8	2015-11-11	Success	0.966033390903857	0.971358664363846	HPSI1213i-hehd_2	1	female	25	40	0-100	98.135	2015-10-28	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	39	30	8	0.971358664363846	0.966033390903857	low
hehd_D	hehd	D	1	IFNg_SL1344	infected	primed	hehd_2	2	2015-09-02	2015-09-02	36	frozen	E8	2015-09-27	41	2015-09-30	2015-11-05	2015-11-05	2015-11-17	8	2015-11-11	Success	0.966033390903857	0.971358664363846	HPSI1213i-hehd_2	1	female	25	40	0-100	98.135	2015-10-28	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	39	30	8	0.971358664363846	0.966033390903857	low
heja_A	heja	A	1	naive	control	naive	heja_1	1	2015-06-11	2015-06-11	32	frozen	E8	2015-06-26	36	2015-06-29	2015-08-12	2015-08-12	2015-08-13	9	2015-08-12	Success	0.937208315655494	0.94548154433602	HPSI0214i-heja_1	1	male	15	30	0-100	76.6925	2015-08-05	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	47	40	7	0.94548154433602	0.937208315655494	low
heja_B	heja	B	1	IFNg	control	primed	heja_1	1	2015-06-11	2015-06-11	32	frozen	E8	2015-06-26	36	2015-06-29	2015-08-12	2015-08-12	2015-08-13	9	2015-08-12	Success	0.937208315655494	0.94548154433602	HPSI0214i-heja_1	1	male	15	30	0-100	76.6925	2015-08-05	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	47	40	7	0.94548154433602	0.937208315655494	low
heja_C	heja	C	1	SL1344	infected	naive	heja_1	1	2015-06-11	2015-06-11	32	frozen	E8	2015-06-26	36	2015-06-29	2015-08-12	2015-08-12	2015-08-13	9	2015-08-12	Success	0.937208315655494	0.94548154433602	HPSI0214i-heja_1	1	male	15	30	0-100	76.6925	2015-08-05	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	47	40	7	0.94548154433602	0.937208315655494	low
heja_D	heja	D	1	IFNg_SL1344	infected	primed	heja_1	1	2015-06-11	2015-06-11	32	frozen	E8	2015-06-26	36	2015-06-29	2015-08-12	2015-08-12	2015-08-13	9	2015-08-12	Success	0.937208315655494	0.94548154433602	HPSI0214i-heja_1	1	male	15	30	0-100	76.6925	2015-08-05	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	47	40	7	0.94548154433602	0.937208315655494	low
hiaf_A	hiaf	A	1	naive	control	naive	hiaf_2	2	2015-01-14	2015-05-26	26	frozen	E8	2015-06-15	31	2015-06-18	2015-07-22	2015-07-22	2015-07-21	7	2015-07-24	Success	0.994707207207207	1	HPSI1013i-hiaf_2	1	male	20	30	200+	339.4775	2015-07-16	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	37	30	6	1	0.994707207207207	high
hiaf_B	hiaf	B	1	IFNg	control	primed	hiaf_2	2	2015-01-14	2015-05-26	26	frozen	E8	2015-06-15	31	2015-06-18	2015-07-22	2015-07-22	2015-07-21	7	2015-07-24	Success	0.994707207207207	1	HPSI1013i-hiaf_2	1	male	20	30	200+	339.4775	2015-07-16	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	37	30	6	1	0.994707207207207	high
hiaf_C	hiaf	C	1	SL1344	infected	naive	hiaf_2	2	2015-01-14	2015-05-26	26	frozen	E8	2015-06-15	31	2015-06-18	2015-07-22	2015-07-22	2015-07-21	7	2015-07-24	Success	0.994707207207207	1	HPSI1013i-hiaf_2	1	male	20	30	200+	339.4775	2015-07-16	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	37	30	6	1	0.994707207207207	high
hiaf_D	hiaf	D	1	IFNg_SL1344	infected	primed	hiaf_2	2	2015-01-14	2015-05-26	26	frozen	E8	2015-06-15	31	2015-06-18	2015-07-22	2015-07-22	2015-07-21	7	2015-07-24	Success	0.994707207207207	1	HPSI1013i-hiaf_2	1	male	20	30	200+	339.4775	2015-07-16	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	37	30	6	1	0.994707207207207	high
hikj_A	hikj	A	1	naive	control	naive	hikj_1	1	2014-05-12	2014-05-12	28	alive	KSR	2014-05-17	29	2014-05-21	2014-07-15	NA	2014-07-01	8	2014-07-16	Success	0.994329257487152	0.999822789296474	HPSI0613i-hikj_1	0	male	5	20	100-200	163.555	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	59	50	6	0.999822789296474	0.994329257487152	high
hikj_B	hikj	B	1	IFNg	control	primed	hikj_1	1	2014-05-12	2014-05-12	28	alive	KSR	2014-05-17	29	2014-05-21	2014-07-15	NA	2014-07-01	8	2014-07-16	Success	0.994329257487152	0.999822789296474	HPSI0613i-hikj_1	0	male	5	20	100-200	163.555	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	59	50	6	0.999822789296474	0.994329257487152	high
hikj_C	hikj	C	1	SL1344	infected	naive	hikj_1	1	2014-05-12	2014-05-12	28	alive	KSR	2014-05-17	29	2014-05-21	2014-07-15	NA	2014-07-01	8	2014-07-16	Success	0.994329257487152	0.999822789296474	HPSI0613i-hikj_1	0	male	5	20	100-200	163.555	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	59	50	6	0.999822789296474	0.994329257487152	high
hikj_D	hikj	D	1	IFNg_SL1344	infected	primed	hikj_1	1	2014-05-12	2014-05-12	28	alive	KSR	2014-05-17	29	2014-05-21	2014-07-15	NA	2014-07-01	8	2014-07-16	Success	0.994329257487152	0.999822789296474	HPSI0613i-hikj_1	0	male	5	20	100-200	163.555	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	59	50	6	0.999822789296474	0.994329257487152	high
huls_A	huls	A	1	naive	control	naive	huls_1	1	2014-08-06	2014-08-06	36	alive	KSR	2014-08-09	37	2014-08-13	2014-09-18	NA	2014-09-19	6	2014-09-23	Success	0.968401116427432	0.969049043062201	HPSI0513i-huls_1	0	female	3	30	100-200	160.49	2014-09-12	2014-09-22	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	6	0.969049043062201	0.968401116427432	low
huls_B	huls	B	1	IFNg	control	primed	huls_1	1	2014-08-06	2014-08-06	36	alive	KSR	2014-08-09	37	2014-08-13	2014-09-18	NA	2014-09-19	6	2014-09-23	Success	0.968401116427432	0.969049043062201	HPSI0513i-huls_1	0	female	3	30	100-200	160.49	2014-09-12	2014-09-22	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	6	0.969049043062201	0.968401116427432	low
huls_C	huls	C	1	SL1344	infected	naive	huls_1	1	2014-08-06	2014-08-06	36	alive	KSR	2014-08-09	37	2014-08-13	2014-09-18	NA	2014-09-19	6	2014-09-23	Success	0.968401116427432	0.969049043062201	HPSI0513i-huls_1	0	female	3	30	100-200	160.49	2014-09-12	2014-09-22	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	6	0.969049043062201	0.968401116427432	low
huls_D	huls	D	1	IFNg_SL1344	infected	primed	huls_1	1	2014-08-06	2014-08-06	36	alive	KSR	2014-08-09	37	2014-08-13	2014-09-18	NA	2014-09-19	6	2014-09-23	Success	0.968401116427432	0.969049043062201	HPSI0513i-huls_1	0	female	3	30	100-200	160.49	2014-09-12	2014-09-22	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	6	0.969049043062201	0.968401116427432	low
iasn_A	iasn	A	1	naive	control	naive	iasn_3	3	2014-03-19	2014-03-19	30	alive	KSR	2014-03-24	31	2014-03-27	2014-06-03	NA	2014-05-20	14	2014-06-13	Success	0.984281842818428	0.985094850948509	HPSI0513i-iasn_3	0	female	5	30	100-200	136.7875	2014-05-26	2014-06-09	2014-11-18	3226_RNA-1_191114	V4	FALSE	71	50	8	0.985094850948509	0.984281842818428	high
iasn_B	iasn	B	1	IFNg	control	primed	iasn_3	3	2014-03-19	2014-03-19	30	alive	KSR	2014-03-24	31	2014-03-27	2014-06-03	NA	2014-05-20	14	2014-06-13	Success	0.984281842818428	0.985094850948509	HPSI0513i-iasn_3	0	female	5	30	100-200	136.7875	2014-05-26	2014-06-09	2014-11-18	3226_RNA-1_191114	V4	FALSE	71	50	8	0.985094850948509	0.984281842818428	high
iasn_C	iasn	C	1	SL1344	infected	naive	iasn_3	3	2014-03-19	2014-03-19	30	alive	KSR	2014-03-24	31	2014-03-27	2014-06-03	NA	2014-05-20	14	2014-06-13	Success	0.984281842818428	0.985094850948509	HPSI0513i-iasn_3	0	female	5	30	100-200	136.7875	2014-05-26	2014-06-09	2014-11-18	3226_RNA-1_191114	V4	FALSE	71	50	8	0.985094850948509	0.984281842818428	high
iasn_D	iasn	D	1	IFNg_SL1344	infected	primed	iasn_3	3	2014-03-19	2014-03-19	30	alive	KSR	2014-03-24	31	2014-03-27	2014-06-03	NA	2014-05-20	14	2014-06-13	Success	0.984281842818428	0.985094850948509	HPSI0513i-iasn_3	0	female	5	30	100-200	136.7875	2014-05-26	2014-06-09	2014-11-18	3226_RNA-1_191114	V4	FALSE	71	50	8	0.985094850948509	0.984281842818428	high
ieki_A	ieki	A	1	naive	control	naive	ieki_2	2	2015-01-14	2015-02-04	38	frozen	E8	2015-02-27	42	2015-03-02	2015-04-14	2015-04-17	2015-04-13	11	2015-04-20	Success	0.989294078287053	0.993977919036467	HPSI1113i-ieki_2	1	female	23	40	200+	228.3525	2015-04-07	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	46	40	7	0.993977919036467	0.989294078287053	high
ieki_B	ieki	B	1	IFNg	control	primed	ieki_2	2	2015-01-14	2015-02-04	38	frozen	E8	2015-02-27	42	2015-03-02	2015-04-14	2015-04-17	2015-04-13	11	2015-04-20	Success	0.989294078287053	0.993977919036467	HPSI1113i-ieki_2	1	female	23	40	200+	228.3525	2015-04-07	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	46	40	7	0.993977919036467	0.989294078287053	high
ieki_C	ieki	C	1	SL1344	infected	naive	ieki_2	2	2015-01-14	2015-02-04	38	frozen	E8	2015-02-27	42	2015-03-02	2015-04-14	2015-04-17	2015-04-13	11	2015-04-20	Success	0.989294078287053	0.993977919036467	HPSI1113i-ieki_2	1	female	23	40	200+	228.3525	2015-04-07	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	46	40	7	0.993977919036467	0.989294078287053	high
ieki_D	ieki	D	1	IFNg_SL1344	infected	primed	ieki_2	2	2015-01-14	2015-02-04	38	frozen	E8	2015-02-27	42	2015-03-02	2015-04-14	2015-04-17	2015-04-13	11	2015-04-20	Success	0.989294078287053	0.993977919036467	HPSI1113i-ieki_2	1	female	23	40	200+	228.3525	2015-04-07	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	46	40	7	0.993977919036467	0.989294078287053	high
iicq_A	iicq	A	1	naive	control	naive	iicq_1	1	2015-01-14	2015-02-04	35	frozen	KSR	2015-02-23	38	2015-02-26	2015-04-08	NA	2015-04-08	7	2015-04-07	Success	0.976101007064482	0.978806553434541	HPSI0813i-iicq_1	0	female	19	30	0-100	64.63	2015-04-01	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.978806553434541	0.976101007064482	low
iicq_B	iicq	B	1	IFNg	control	primed	iicq_1	1	2015-01-14	2015-02-04	35	frozen	KSR	2015-02-23	38	2015-02-26	2015-04-08	NA	2015-04-08	7	2015-04-07	Success	0.976101007064482	0.978806553434541	HPSI0813i-iicq_1	0	female	19	30	0-100	64.63	2015-04-01	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.978806553434541	0.976101007064482	low
iicq_C	iicq	C	1	SL1344	infected	naive	iicq_1	1	2015-01-14	2015-02-04	35	frozen	KSR	2015-02-23	38	2015-02-26	2015-04-08	NA	2015-04-08	7	2015-04-07	Success	0.976101007064482	0.978806553434541	HPSI0813i-iicq_1	0	female	19	30	0-100	64.63	2015-04-01	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.978806553434541	0.976101007064482	low
iicq_D	iicq	D	1	IFNg_SL1344	infected	primed	iicq_1	1	2015-01-14	2015-02-04	35	frozen	KSR	2015-02-23	38	2015-02-26	2015-04-08	NA	2015-04-08	7	2015-04-07	Success	0.976101007064482	0.978806553434541	HPSI0813i-iicq_1	0	female	19	30	0-100	64.63	2015-04-01	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.978806553434541	0.976101007064482	low
iill_A	iill	A	1	naive	control	naive	iill_1	1	2015-01-14	2015-09-09	36	frozen	E8	2015-09-24	40	2015-09-27	2015-11-05	2015-11-05	2015-11-03	7	2015-11-05	Success	0.996837698200606	1	HPSI0813i-iill_1	0	male	15	40	200+	332.6175	2015-10-28	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	42	40	8	1	0.996837698200606	high
iill_B	iill	B	1	IFNg	control	primed	iill_1	1	2015-01-14	2015-09-09	36	frozen	E8	2015-09-24	40	2015-09-27	2015-11-05	2015-11-05	2015-11-03	7	2015-11-05	Success	0.996837698200606	1	HPSI0813i-iill_1	0	male	15	40	200+	332.6175	2015-10-28	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	42	40	8	1	0.996837698200606	high
iill_C	iill	C	1	SL1344	infected	naive	iill_1	1	2015-01-14	2015-09-09	36	frozen	E8	2015-09-24	40	2015-09-27	2015-11-05	2015-11-05	2015-11-03	7	2015-11-05	Success	0.996837698200606	1	HPSI0813i-iill_1	0	male	15	40	200+	332.6175	2015-10-28	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	42	40	8	1	0.996837698200606	high
iill_D	iill	D	1	IFNg_SL1344	infected	primed	iill_1	1	2015-01-14	2015-09-09	36	frozen	E8	2015-09-24	40	2015-09-27	2015-11-05	2015-11-05	2015-11-03	7	2015-11-05	Success	0.996837698200606	1	HPSI0813i-iill_1	0	male	15	40	200+	332.6175	2015-10-28	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	42	40	8	1	0.996837698200606	high
iisa_A	iisa	A	1	naive	control	naive	iisa_3	3	2015-01-14	2015-02-23	30	frozen	E8	2015-03-23	35	2015-03-26	2015-05-06	2015-05-13	2015-05-05	8	2015-05-12	Success	0.986971059610285	0.99948114839156	HPSI0114i-iisa_3	1	male	28	30	200+	262.03	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.99948114839156	0.986971059610285	high
iisa_B	iisa	B	1	IFNg	control	primed	iisa_3	3	2015-01-14	2015-02-23	30	frozen	E8	2015-03-23	35	2015-03-26	2015-05-06	2015-05-13	2015-05-05	8	2015-05-12	Success	0.986971059610285	0.99948114839156	HPSI0114i-iisa_3	1	male	28	30	200+	262.03	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.99948114839156	0.986971059610285	high
iisa_C	iisa	C	1	SL1344	infected	naive	iisa_3	3	2015-01-14	2015-02-23	30	frozen	E8	2015-03-23	35	2015-03-26	2015-05-06	2015-05-13	2015-05-05	8	2015-05-12	Success	0.986971059610285	0.99948114839156	HPSI0114i-iisa_3	1	male	28	30	200+	262.03	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.99948114839156	0.986971059610285	high
iisa_D	iisa	D	1	IFNg_SL1344	infected	primed	iisa_3	3	2015-01-14	2015-02-23	30	frozen	E8	2015-03-23	35	2015-03-26	2015-05-06	2015-05-13	2015-05-05	8	2015-05-12	Success	0.986971059610285	0.99948114839156	HPSI0114i-iisa_3	1	male	28	30	200+	262.03	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.99948114839156	0.986971059610285	high
jorr_A	jorr	A	1	naive	control	naive	jorr_1	1	2014-10-24	2014-10-24	47	alive	KSR	2014-10-31	48	2014-11-04	2014-12-12	NA	NA	8	2014-12-19	Success	NA	NA	HPSI0613i-jorr_1	0	female	7	40	100-200	159.8025	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	NA	NA	NA
jorr_B	jorr	B	1	IFNg	control	primed	jorr_1	1	2014-10-24	2014-10-24	47	alive	KSR	2014-10-31	48	2014-11-04	2014-12-12	NA	NA	8	2014-12-19	Success	NA	NA	HPSI0613i-jorr_1	0	female	7	40	100-200	159.8025	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	NA	NA	NA
jorr_C	jorr	C	1	SL1344	infected	naive	jorr_1	1	2014-10-24	2014-10-24	47	alive	KSR	2014-10-31	48	2014-11-04	2014-12-12	NA	NA	8	2014-12-19	Success	NA	NA	HPSI0613i-jorr_1	0	female	7	40	100-200	159.8025	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	NA	NA	NA
jorr_D	jorr	D	1	IFNg_SL1344	infected	primed	jorr_1	1	2014-10-24	2014-10-24	47	alive	KSR	2014-10-31	48	2014-11-04	2014-12-12	NA	NA	8	2014-12-19	Success	NA	NA	HPSI0613i-jorr_1	0	female	7	40	100-200	159.8025	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	NA	NA	NA
joxm_A	joxm	A	1	naive	control	naive	joxm_1	1	2015-01-14	2015-03-10	32	frozen	E8	2015-03-23	36	2015-03-26	2015-05-06	2015-05-13	2015-05-14	9	2015-05-12	Success	0.929674554252005	0.9317955856035	HPSI0114i-joxm_1	1	female	13	30	200+	221.72	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.9317955856035	0.929674554252005	low
joxm_B	joxm	B	1	IFNg	control	primed	joxm_1	1	2015-01-14	2015-03-10	32	frozen	E8	2015-03-23	36	2015-03-26	2015-05-06	2015-05-13	2015-05-14	9	2015-05-12	Success	0.929674554252005	0.9317955856035	HPSI0114i-joxm_1	1	female	13	30	200+	221.72	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.9317955856035	0.929674554252005	low
joxm_C	joxm	C	1	SL1344	infected	naive	joxm_1	1	2015-01-14	2015-03-10	32	frozen	E8	2015-03-23	36	2015-03-26	2015-05-06	2015-05-13	2015-05-14	9	2015-05-12	Success	0.929674554252005	0.9317955856035	HPSI0114i-joxm_1	1	female	13	30	200+	221.72	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.9317955856035	0.929674554252005	low
joxm_D	joxm	D	1	IFNg_SL1344	infected	primed	joxm_1	1	2015-01-14	2015-03-10	32	frozen	E8	2015-03-23	36	2015-03-26	2015-05-06	2015-05-13	2015-05-14	9	2015-05-12	Success	0.929674554252005	0.9317955856035	HPSI0114i-joxm_1	1	female	13	30	200+	221.72	2015-04-29	2015-05-22	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	44	40	7	0.9317955856035	0.929674554252005	low
kaks_A	kaks	A	1	naive	control	naive	kaks_3	3	2014-09-17	2014-09-17	37	alive	KSR	2014-09-22	38	2014-09-26	2014-10-22	NA	2014-11-11	8	2014-11-14	Success	0.959817511844183	0.977188980522899	HPSI0713i-kaks_3	0	male	5	30	100-200	117.81	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	7	NA	NA	low
kaks_B	kaks	B	1	IFNg	control	primed	kaks_3	3	2014-09-17	2014-09-17	37	alive	KSR	2014-09-22	38	2014-09-26	2014-10-22	NA	2014-11-11	8	2014-11-14	Success	0.959817511844183	0.977188980522899	HPSI0713i-kaks_3	0	male	5	30	100-200	117.81	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	7	NA	NA	low
kaks_C	kaks	C	1	SL1344	infected	naive	kaks_3	3	2014-09-17	2014-09-17	37	alive	KSR	2014-09-22	38	2014-09-26	2014-10-22	NA	2014-11-11	8	2014-11-14	Success	0.959817511844183	0.977188980522899	HPSI0713i-kaks_3	0	male	5	30	100-200	117.81	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	7	NA	NA	low
kaks_D	kaks	D	1	IFNg_SL1344	infected	primed	kaks_3	3	2014-09-17	2014-09-17	37	alive	KSR	2014-09-22	38	2014-09-26	2014-10-22	NA	2014-11-11	8	2014-11-14	Success	0.959817511844183	0.977188980522899	HPSI0713i-kaks_3	0	male	5	30	100-200	117.81	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	7	NA	NA	low
kolf_A	kolf	A	1	naive	control	naive	kolf_3	3	2015-01-14	2015-03-10	29	frozen	E8	2015-03-28	33	2015-03-31	2015-05-13	NA	NA	9	2015-05-20	Success	NA	NA	HPSI0114i-kolf_3	1	male	18	30	200+	215.96	2015-05-07	2015-05-19	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	46	40	6	NA	NA	NA
kolf_B	kolf	B	1	IFNg	control	primed	kolf_3	3	2015-01-14	2015-03-10	29	frozen	E8	2015-03-28	33	2015-03-31	2015-05-13	NA	NA	9	2015-05-20	Success	NA	NA	HPSI0114i-kolf_3	1	male	18	30	200+	215.96	2015-05-07	2015-05-19	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	46	40	6	NA	NA	NA
kolf_C	kolf	C	1	SL1344	infected	naive	kolf_3	3	2015-01-14	2015-03-10	29	frozen	E8	2015-03-28	33	2015-03-31	2015-05-13	NA	NA	9	2015-05-20	Success	NA	NA	HPSI0114i-kolf_3	1	male	18	30	200+	215.96	2015-05-07	2015-05-19	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	46	40	6	NA	NA	NA
kolf_D	kolf	D	1	IFNg_SL1344	infected	primed	kolf_3	3	2015-01-14	2015-03-10	29	frozen	E8	2015-03-28	33	2015-03-31	2015-05-13	NA	NA	9	2015-05-20	Success	NA	NA	HPSI0114i-kolf_3	1	male	18	30	200+	215.96	2015-05-07	2015-05-19	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	46	40	6	NA	NA	NA
kuxp_A	kuxp	A	1	naive	control	naive	kuxp_1	1	2015-01-14	2015-05-26	29	frozen	E8	2015-06-18	33	2015-06-21	2015-07-22	2015-07-22	2015-07-21	6	2015-07-24	Success	0.990134000883522	0.990428508319835	HPSI1013i-kuxp_1	1	male	23	30	200+	295.8675	2015-07-16	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	34	30	6	0.990428508319835	0.990134000883522	high
kuxp_B	kuxp	B	1	IFNg	control	primed	kuxp_1	1	2015-01-14	2015-05-26	29	frozen	E8	2015-06-18	33	2015-06-21	2015-07-22	2015-07-22	2015-07-21	6	2015-07-24	Success	0.990134000883522	0.990428508319835	HPSI1013i-kuxp_1	1	male	23	30	200+	295.8675	2015-07-16	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	34	30	6	0.990428508319835	0.990134000883522	high
kuxp_C	kuxp	C	1	SL1344	infected	naive	kuxp_1	1	2015-01-14	2015-05-26	29	frozen	E8	2015-06-18	33	2015-06-21	2015-07-22	2015-07-22	2015-07-21	6	2015-07-24	Success	0.990134000883522	0.990428508319835	HPSI1013i-kuxp_1	1	male	23	30	200+	295.8675	2015-07-16	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	34	30	6	0.990428508319835	0.990134000883522	high
kuxp_D	kuxp	D	1	IFNg_SL1344	infected	primed	kuxp_1	1	2015-01-14	2015-05-26	29	frozen	E8	2015-06-18	33	2015-06-21	2015-07-22	2015-07-22	2015-07-21	6	2015-07-24	Success	0.990134000883522	0.990428508319835	HPSI1013i-kuxp_1	1	male	23	30	200+	295.8675	2015-07-16	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	34	30	6	0.990428508319835	0.990134000883522	high
liun_A	liun	A	1	naive	control	naive	liun_2	2	2014-04-22	2014-04-22	25	alive	KSR	2014-04-26	26	2014-04-30	2014-06-14	NA	2014-06-20	12	2014-07-08	Success	0.982464888224051	0.989528795811518	HPSI0613i-liun_2	0	male	4	20	200+	209.575	2014-06-08	2014-06-24	2014-07-13	3226_dUTP_160714_1	V3	FALSE	49	40	6	0.989528795811518	0.982464888224051	high
liun_B	liun	B	1	IFNg	control	primed	liun_2	2	2014-04-22	2014-04-22	25	alive	KSR	2014-04-26	26	2014-04-30	2014-06-14	NA	2014-06-20	12	2014-07-08	Success	0.982464888224051	0.989528795811518	HPSI0613i-liun_2	0	male	4	20	200+	209.575	2014-06-08	2014-06-24	2014-07-13	3226_dUTP_160714_1	V3	FALSE	49	40	6	0.989528795811518	0.982464888224051	high
