sample_id	genotype_id	sex	cell_type	condition	timepoint	read_length	stranded	paired	protocol	qtl_mapping	study	ega_id
MCCSLEQMNU_1	MCCSLEQMNU	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482027
MCCSLEQMNU_2	MCCSLEQMNU	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482028
MCCSLEQMNU_3	MCCSLEQMNU	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482029
MCCSLEQMNU_4	MCCSLEQMNU	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482030
MCCSLEQMNU_5	MCCSLEQMNU	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482031
MFPBCPVTTJ_1	MFPBCPVTTJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482032
MFPBCPVTTJ_2	MFPBCPVTTJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482033
MFPBCPVTTJ_3	MFPBCPVTTJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482034
MFPBCPVTTJ_4	MFPBCPVTTJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482035
MFPBCPVTTJ_5	MFPBCPVTTJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482036
MIRHDLRNVI_1	MIRHDLRNVI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482037
MIRHDLRNVI_2	MIRHDLRNVI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482038
MIRHDLRNVI_3	MIRHDLRNVI	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482039
MIRHDLRNVI_4	MIRHDLRNVI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482040
MIRHDLRNVI_5	MIRHDLRNVI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482041
MJSUIHSHIX_1	MJSUIHSHIX	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482042
MJSUIHSHIX_2	MJSUIHSHIX	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482043
MJSUIHSHIX_3	MJSUIHSHIX	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482044
MJSUIHSHIX_4	MJSUIHSHIX	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482045
MJSUIHSHIX_5	MJSUIHSHIX	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482046
MKCDZRXHAO_1	MKCDZRXHAO	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482047
MKCDZRXHAO_2	MKCDZRXHAO	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482048
MKCDZRXHAO_3	MKCDZRXHAO	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482049
MKCDZRXHAO_4	MKCDZRXHAO	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482050
MKCDZRXHAO_5	MKCDZRXHAO	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482051
MOQYRQKPVB_1	MOQYRQKPVB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482052
MOQYRQKPVB_2	MOQYRQKPVB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482053
MOQYRQKPVB_3	MOQYRQKPVB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482054
MOQYRQKPVB_4	MOQYRQKPVB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482055
MOQYRQKPVB_5	MOQYRQKPVB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482056
MULBUEXFOV_1	MULBUEXFOV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482057
MULBUEXFOV_2	MULBUEXFOV	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482058
MULBUEXFOV_3	MULBUEXFOV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482059
MULBUEXFOV_4	MULBUEXFOV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482060
MULBUEXFOV_5	MULBUEXFOV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482061
MWWRRLKPMB_1	MWWRRLKPMB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482062
MWWRRLKPMB_2	MWWRRLKPMB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482063
MWWRRLKPMB_3	MWWRRLKPMB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482064
MWWRRLKPMB_4	MWWRRLKPMB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482065
MWWRRLKPMB_5	MWWRRLKPMB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482066
MXEDRXDTPM_1	MXEDRXDTPM	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482067
MXEDRXDTPM_3	MXEDRXDTPM	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482068
MXEDRXDTPM_4	MXEDRXDTPM	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482069
MXEDRXDTPM_5	MXEDRXDTPM	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482070
NAGVNZGKWQ_1	NAGVNZGKWQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482071
NAGVNZGKWQ_2	NAGVNZGKWQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482072
NAGVNZGKWQ_3	NAGVNZGKWQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482073
NAGVNZGKWQ_4	NAGVNZGKWQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482074
NAGVNZGKWQ_5	NAGVNZGKWQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482075
NASXDNCEPQ_1	NASXDNCEPQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482076
NASXDNCEPQ_2	NASXDNCEPQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482077
NASXDNCEPQ_3	NASXDNCEPQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482078
NASXDNCEPQ_4	NASXDNCEPQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482079
NASXDNCEPQ_5	NASXDNCEPQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482080
NDNMAEFMNP_1	NDNMAEFMNP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482081
NDNMAEFMNP_2	NDNMAEFMNP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482082
NDNMAEFMNP_3	NDNMAEFMNP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482083
NDNMAEFMNP_4	NDNMAEFMNP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482084
NDNMAEFMNP_5	NDNMAEFMNP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482085
NEMWMGAHJM_1	NEMWMGAHJM	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482086
NEMWMGAHJM_2	NEMWMGAHJM	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482087
NEMWMGAHJM_3	NEMWMGAHJM	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482088
NEMWMGAHJM_4	NEMWMGAHJM	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482089
NEMWMGAHJM_5	NEMWMGAHJM	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482090
NHOOSNFLBC_1	NHOOSNFLBC	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482091
NHOOSNFLBC_2	NHOOSNFLBC	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482092
NHOOSNFLBC_3	NHOOSNFLBC	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482093
NHOOSNFLBC_5	NHOOSNFLBC	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482094
NJKIERTHIU_1	NJKIERTHIU	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482095
NJKIERTHIU_2	NJKIERTHIU	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482096
NJKIERTHIU_3	NJKIERTHIU	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482097
NJKIERTHIU_4	NJKIERTHIU	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482098
NJKIERTHIU_5	NJKIERTHIU	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482099
NPLASHTTEQ_1	NPLASHTTEQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482100
NPLASHTTEQ_2	NPLASHTTEQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482101
NPLASHTTEQ_3	NPLASHTTEQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482102
NPLASHTTEQ_4	NPLASHTTEQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482103
NPLASHTTEQ_5	NPLASHTTEQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482104
NSJCCOSXDI_1	NSJCCOSXDI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482105
NSJCCOSXDI_2	NSJCCOSXDI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482106
NSJCCOSXDI_4	NSJCCOSXDI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482107
NSJCCOSXDI_5	NSJCCOSXDI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482108
NYWWAZEOHF_1	NYWWAZEOHF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482109
NYWWAZEOHF_2	NYWWAZEOHF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482110
NYWWAZEOHF_3	NYWWAZEOHF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482111
NYWWAZEOHF_4	NYWWAZEOHF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482112
NYWWAZEOHF_5	NYWWAZEOHF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482113
OAIDYXFYBF_1	OAIDYXFYBF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482114
OAIDYXFYBF_2	OAIDYXFYBF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482115
OAIDYXFYBF_3	OAIDYXFYBF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482116
OAIDYXFYBF_4	OAIDYXFYBF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482117
OAIDYXFYBF_5	OAIDYXFYBF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482118
OAXIVTUHJB_1	OAXIVTUHJB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482119
OAXIVTUHJB_2	OAXIVTUHJB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482120
OAXIVTUHJB_3	OAXIVTUHJB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482121
OAXIVTUHJB_4	OAXIVTUHJB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482122
OAXIVTUHJB_5	OAXIVTUHJB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482123
OEKVAOUVFS_1	OEKVAOUVFS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482124
OEKVAOUVFS_2	OEKVAOUVFS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482125
OEKVAOUVFS_3	OEKVAOUVFS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482126
OEKVAOUVFS_4	OEKVAOUVFS	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482127
OEKVAOUVFS_5	OEKVAOUVFS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482128
ONIZBQTLLK_1	ONIZBQTLLK	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482129
ONIZBQTLLK_2	ONIZBQTLLK	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482130
ONIZBQTLLK_3	ONIZBQTLLK	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482131
ONIZBQTLLK_4	ONIZBQTLLK	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482132
ONIZBQTLLK_5	ONIZBQTLLK	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482133
ONKRHVQUZU_1	ONKRHVQUZU	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482134
ONKRHVQUZU_2	ONKRHVQUZU	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482135
ONKRHVQUZU_3	ONKRHVQUZU	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482136
ONKRHVQUZU_4	ONKRHVQUZU	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482137
ONKRHVQUZU_5	ONKRHVQUZU	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482138
OOILYAFXYC_1	OOILYAFXYC	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482139
OOILYAFXYC_2	OOILYAFXYC	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482140
OOILYAFXYC_3	OOILYAFXYC	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482141
OOILYAFXYC_4	OOILYAFXYC	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482142
OOILYAFXYC_5	OOILYAFXYC	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482143
OSWGVHGFTN_1	OSWGVHGFTN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482144
OSWGVHGFTN_2	OSWGVHGFTN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482145
OSWGVHGFTN_3	OSWGVHGFTN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482146
OSWGVHGFTN_4	OSWGVHGFTN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482147
OSWGVHGFTN_5	OSWGVHGFTN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482148
OWHWOVEVSH_1	OWHWOVEVSH	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482149
OWHWOVEVSH_2	OWHWOVEVSH	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482150
OWHWOVEVSH_3	OWHWOVEVSH	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482151
OWHWOVEVSH_4	OWHWOVEVSH	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482152
OWHWOVEVSH_5	OWHWOVEVSH	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482153
OZWHJCJAAV_1	OZWHJCJAAV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482154
OZWHJCJAAV_3	OZWHJCJAAV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482155
OZWHJCJAAV_4	OZWHJCJAAV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482156
OZWHJCJAAV_5	OZWHJCJAAV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482157
OZWYGIXHEI_1	OZWYGIXHEI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482158
OZWYGIXHEI_2	OZWYGIXHEI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482159
OZWYGIXHEI_3	OZWYGIXHEI	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482160
OZWYGIXHEI_4	OZWYGIXHEI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482161
OZWYGIXHEI_5	OZWYGIXHEI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482162
PCXMZRSWEM_1	PCXMZRSWEM	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482163
PCXMZRSWEM_2	PCXMZRSWEM	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482164
PCXMZRSWEM_3	PCXMZRSWEM	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482165
PCXMZRSWEM_4	PCXMZRSWEM	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482166
PCXMZRSWEM_5	PCXMZRSWEM	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482167
PGPTLBZCWQ_1	PGPTLBZCWQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482168
PGPTLBZCWQ_2	PGPTLBZCWQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482169
PGPTLBZCWQ_3	PGPTLBZCWQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482170
PGPTLBZCWQ_5	PGPTLBZCWQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482171
PSSHAHZIIW_1	PSSHAHZIIW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482172
PSSHAHZIIW_2	PSSHAHZIIW	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482173
PSSHAHZIIW_3	PSSHAHZIIW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482174
PSSHAHZIIW_4	PSSHAHZIIW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482175
PSSHAHZIIW_5	PSSHAHZIIW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482176
PTUDRHJTRJ_1	PTUDRHJTRJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482177
PTUDRHJTRJ_2	PTUDRHJTRJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482178
PTUDRHJTRJ_3	PTUDRHJTRJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482179
PTUDRHJTRJ_4	PTUDRHJTRJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482180
PTUDRHJTRJ_5	PTUDRHJTRJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482181
PXMIELOPKW_1	PXMIELOPKW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482182
PXMIELOPKW_2	PXMIELOPKW	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482183
PXMIELOPKW_3	PXMIELOPKW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482184
PXMIELOPKW_4	PXMIELOPKW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482185
PXMIELOPKW_5	PXMIELOPKW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482186
PYTFGAJXYJ_1	PYTFGAJXYJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482187
PYTFGAJXYJ_2	PYTFGAJXYJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482188
PYTFGAJXYJ_3	PYTFGAJXYJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482189
PYTFGAJXYJ_4	PYTFGAJXYJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482190
PYTFGAJXYJ_5	PYTFGAJXYJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482191
QAHHCDXPCA_1	QAHHCDXPCA	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482192
QAHHCDXPCA_2	QAHHCDXPCA	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482193
QAHHCDXPCA_3	QAHHCDXPCA	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482194
QAHHCDXPCA_4	QAHHCDXPCA	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482195
QAHHCDXPCA_5	QAHHCDXPCA	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482196
QAUDXITOSM_1	QAUDXITOSM	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482197
QAUDXITOSM_2	QAUDXITOSM	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482198
QAUDXITOSM_3	QAUDXITOSM	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482199
QAUDXITOSM_4	QAUDXITOSM	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482200
QAUDXITOSM_5	QAUDXITOSM	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482201
QEQHGLDYBC_1	QEQHGLDYBC	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482202
QEQHGLDYBC_2	QEQHGLDYBC	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482203
